index,ages,list_price,num_reviews,piece_count,play_star_rating,prod_desc,prod_id,prod_long_desc,review_difficulty,set_name,star_rating,theme_name,val_star_rating,country,price_per_piece,amazon_rating
5062,5-12,30.0,8.0,257.0,4.2,Call the Fire Response Unit for help!,60108,"Be part of the crew that helps protect LEGO® City from emergencies. The Fire Response Unit features a helicopter that carries water elements in a tank and can drop water elements from its opening cargo doors, a motorcycle with a fire extinguisher, and a container with a roof element that turns when hit by the water bricks to put the fire out. Includes 3 minifigures: a pilot, firefighter and a worker.
Includes 3 minifigures: a pilot, firefighter and a worker.
Features a helicopter with rotating blades and cargo doors that open, and a motorcycle with space for a fire extinguisher.
Fly the helicopter over the container to release the water elements and turn the container roof element, putting out the fire.
Accessory elements include a welder, 2 gas canisters, trolley, fire extinguisher, wrench, 5 water bricks and a saw.
Helicopter measures over 3” (10cm) high, 12” (33cm) long and3” (8cm) wide.
Motorcycle measures over 1” (4cm) high, 2” (7cm) long and under 1” (2cm) wide.
Container with flames down measures over 2” (6cm) high, 4” (12cm) wide and 2” (6cm) deep.",Average,Fire Response Unit,3.9,City,3.8,DN,0.11673151750972763,4.9
5063,6-12,30.0,5.0,378.0,4.8,Defend the mission and dodge a surprise in the jungle!,60159,"Explore what lies within the LEGO® City jungle on a Jungle Halftrack Mission, featuring a truck with tracks on the back wheels, storage space for the chain and tool elements, plus an ATV with removable crate, a buildable campfire and a buildable temple with diamond element and moveable stone that releases a spider. Includes 2 minifigures, plus panther and spider figures.
Includes 2 minifigures: male and female explorer, plus panther and spider figures.
Features a half-track truck with space in the back for a chain and tools, an ATV with removable crate, and a buildable temple with trap function and diamond element.
Move the stone to access the diamond, then hook the chain over the diamond to pull it out of the temple.
Toss the drumstick to distract the panther.
Accessory elements include a camera, machete, walkie-talkie, pan and a buildable campfire.
Halftrack truck measures over 3” (9cm) high, 5” (15cm) long and 2” (7cm) wide.
ATV measures over 1” (5cm) high, 3” (9cm) long and 1” (5cm) wide.
Temple measures over 3” (9cm) high, 2” (6cm) wide and 2” (6cm) deep.
Panther figure measures over 3” (8cm) long.",Easy,Jungle Halftrack Mission,4.8,City,4.6,DN,0.07936507936507936,4.7
5064,5-12,30.0,7.0,310.0,4.4,Haul in the helicopter to handle the heavy lifting!,60183,"Head to the worksite outside the city limits with the LEGO® City Heavy Cargo Transport, featuring a heavy truck with opening cab, toolbox and bull bars, a detachable extended trailer, plus a helicopter with spinning rotors, opening cockpit and a chain. This popular kids toy includes 2 minifigures.
Includes 2 minifigures: a truck driver and a helicopter pilot.
Features a heavy truck with bull bars, exhaust pipes, toolbox and opening cab, plus an extended trailer and helicopter with spinning rotors, opening cockpit and a chain.
Connect the trailer to the truck to haul the helicopter to the next job.
Drop the chain from the helicopter and hook it to the oil barrel to carry it to the worksite.
Spin the rotors and launch the helicopter off the trailer.
Accessory elements include a mug, box, wrench, shovel, walkie-talkie, fire extinguisher and an oil barrel.
This popular kids toy is suitable for ages 5-12.
Truck measures over 3” (8cm) high, 5” (14cm) long and 2” (6cm) wide.
Trailer measures over 1” (3cm) high, 10” (27cm) long and 2” (5cm) wide.
Helicopter measures over 3” (8cm) high, 8” (21cm) long and 1” (4cm) wide.
As seen in the LEGO® City Vehicles TV commercial.",Easy,Heavy Cargo Transport,4.7,City,4.7,DN,0.0967741935483871,4.8
5065,5-12,30.0,,297.0,,Race after the crook and avoid the mountain rockslide!,60172,"Pick up your badge and join the LEGO® City Mountain Police officers on the Dirt Road Pursuit! This thrilling and fun toy set features a police 4x4 with minifigure cab and net shooter, police motocross bike, crook’s 4x4 with loot space in the back and a rockslide element with boulder release function. Includes 3 minifigures.
Includes 3 minifigures: 2 police officers and a crook.
Features a police 4x4 with off-road tires, minifigure cab and net shooter, police motocross bike with kickstand, and the crook’s 4x4 with minifigure cabin and space in the back for loot.
Also includes a rockslide element with boulder release function.
Flick the lever on the rockslide element to release the boulder.
Push the button on the back of the net shooter to launch the string net at the crook.
Accessory elements include a backpack, string net, 2 money bills, rockslide warning sign, handcuffs and a radio.
This fun toy set is suitable for ages 5-12.
Police 4x4 measures over 3” (9cm) high, 5” (15cm) long and 3” (8cm) wide.
Motocross bike measures over 1” (3cm) high, 2” (6cm) long and under 1” (1cm) wide.
Crook's 4x4 measures over 1” (5cm) high, 4” (11cm) long and 2” (6cm) wide.
Rockslide measures over 1” (3cm) high, 1” (5cm) wide and 2” (7cm) deep.
Boulder measures over 1” (3cm) high, 1” (3cm) wide and 1” (3cm) deep.
As seen in the LEGO® City Police TV commercial.",,Dirt Road Pursuit,,City,,DN,0.10101010101010101,4.8
5066,6-12,21.6,4.0,192.0,5.0,Jump the fire and give the crowd a thrilling show!,60180,"Become a legend and do the most gravity-defying stunts in the LEGO® City Monster Truck set, featuring a colorful monster truck with massive wheels, air scoop and working suspension, plus a buildable ramp and 2 fire containers with flame elements. This cool children's toy includes a minifigure.
Includes a monster truck driver minifigure.
Features a colorful monster truck with massive wheels, air scoop on the hood and working suspension, plus a buildable ramp.
Launch the monster truck off the ramp to jump over the flaming fire barrels.
Includes 2 buildable fire containers with flame elements.
This children's toy is suitable for ages 6-12.
Monster truck measures over 4” (12cm) high, 5” (14cm) long and 3” (9cm) wide.
Ramp measures over 3” (9cm) wide, 2” (6cm) deep and under 1” (2cm) high.
As seen in the LEGO® City Vehicles TV commercial.",Average,Monster Truck,5.0,City,5.0,DN,0.1125,4.8
5067,5-12,21.6,35.0,249.0,4.6,Order a pizza to go!,60150,"Make and serve some pizza for your customers with the LEGO® City Pizza Van, featuring a van with opening sides and kitchen space in the back, a scooter and a buildable table with parasol. Includes two minifigures.
Includes two minifigures: a pizza van chef and a customer.
Features a Pizza Van, scooter and a buildable table with parasol.
Pizza Van features opening sides and a kitchen area for the chef to serve pizza.
Scooter features space behind the seat for a pizza box.
Set up the table with parasol.
Raise either side of the Pizza Van to open for business.
Serve the customer a full pizza, a slice or some french fries.
Accessory elements include a pizza box, full pizza, pizza slice and french fries.
This set offers an age-appropriate build and play experience for ages 5-12.
Pizza Van measures over 3” (8cm) high, 5” (14cm) long and 1” (5cm) wide.
Scooter measures over 1” (3cm) high, 1” (5cm) long and under 1” (2cm) wide.
Table with parasol measures over 2” (6cm) high, 1” (4cm) wide and 1” (4cm) deep.",Easy,Pizza Van,4.9,City,4.8,DN,0.08674698795180723,4.8
5069,5-12,21.6,11.0,214.0,4.5,Put out the burning oil barrel!,60107,"Be a hero in LEGO® City with the Fire Ladder Truck, featuring an extending ladder that spins 360 degrees and a pull-out fire hose with a special stud-shooter function to knock down the flames. Includes 2 minifigures: a female firefighter and a male firefighter.
Includes 2 minifigures: a female firefighter and a male firefighter.
Features a Fire Ladder Truck with extending ladder and hose, plus an oil barrel.
Move the Fire Ladder Truck into position, extend the ladder and get above the fire.
Pull out the fire hose and shoot the water elements with the stud-shooting function to put out the fire!
Accessory elements include a fire extinguisher, shovel, circular saw, water studs and an axe.
Fire Ladder Truck measures over 3” (8cm) high, 7”(20cm) long and 1” (5cm) wide.",Easy,Fire Ladder Truck,4.5,City,4.1,DN,0.10093457943925234,4.7
5070,5-12,21.6,12.0,239.0,4.7,Gear up for the big race!,60148,"Get ready to race with the LEGO® City ATV Race Team. This set features two ATVs, a pickup truck, trailer hitch, pickup bed with adjustable ramp and a detachable trailer with adjustable ramp, plus helmets, fuel barrel and a spare tire. Includes two minifigures.
Includes two ATV rider minifigures.
Features a pickup truck, trailer and two ATVs.
Pickup truck features a pickup bed with room for an ATV, trailer hitch and a ramp.
Trailer features space up front for an extra wheel and ramp.
Load up the ATVs on the truck and trailer.
Detach the trailer from the pickup truck and unload the ATVs.
Use the wrench and fuel barrel to prep the ATVs.
Accessory elements include a wrench, fuel barrel and a spare tire.
This set offers an age-appropriate build and play experience for ages 5-12.
Pickup truck measures over 2” (7cm) high, 5” (15cm) long and 2” (6cm) wide.
Trailer measures over 1” (3cm) high, 5” (14cm) long and 2” (6cm) wide.
ATVs each measure over 1” (3cm) high, 1” (5cm) long and 1” (4cm) wide.",Easy,ATV Race Team,4.8,City,4.6,DN,0.09037656903765691,4.8
5071,5-12,21.6,8.0,144.0,4.4,Catch the crook before he tows the safe away!,60137,"Be part of the action with the LEGO® City police as they race after the crook trying to tow away a safe. This set includes a tow truck with winch arm and hook, police off-road bike and a police pursuit bike with radio, plus a safe with a large opening door and smaller compartment inside, money bills, jewel and other accessory elements. Includes three minifigures.
Includes three minifigures: two police officers and a crook.
Features a tow truck, a safe, police off-road bike and a police pursuit bike.
Tow truck features a movable tow arm with hook.
Police pursuit bike features a lollypop stop sign and police radio.
Also includes a safe with large opening door and smaller compartment inside, with space for money bills and a jewel.
Chase the tow truck and safe with the police bikes as the crook tries to escape.
Use the police radio to coordinate and set a trap for the crook.
Stop the tow truck and haul the crook back to jail.
Accessory elements include three money bills, a walkie-talkie, wrench, crowbar, welder’s torch, handcuffs, lollypop stop sign and a jewel.
This set offers an age-appropriate build and play experience for ages 5-12.
Tow truck measures over 2” (6cm) high, 4” (12cm) long and 1” (5cm) wide.
Off-road bike measures over 1” (3cm) high, 2” (7cm) long and 1” (3cm) wide.
Pursuit bike measures over 1” (3cm) high, 2” (7cm) long and 1” (3cm) wide.
Safe measures over 2” (6cm) high, 1” (4cm) wide and 1” (3cm) deep.",Easy,Tow Truck Trouble,4.3,City,4.0,DN,0.15000000000000002,4.8
5072,5-12,21.6,7.0,174.0,4.3,Load the freshly cut logs with the awesome Forest Tractor!,60181,"Work in nature with the LEGO® City Forest Tractor, featuring a moving arm with opening claw and massive wheels, plus a small log stand, 2 chains, 2 buildable logs, small pine tree, chainsaw and a shovel. This cool toy for kids includes a minifigure.
Includes a forest worker minifigure.
Features a Forest Tractor with massive wheels and arm with an opening claw, 2 chains, plus a small buildable log stand.
Pick up the logs with the tractor claw to move them around.
Cut the logs to the right length in the stand with the chainsaw.
Accessory elements include a chainsaw, shovel, small pine tree and 2 buildable logs.
This cool toy for kids is suitable for ages 5-12.
Forest Tractor measures over 3” (10cm) high, 7” (19cm) long and 3” (9cm) wide.
Log stand measures over 1” (4cm) wide and under 1” (2cm) high and 1” (2cm) deep.
Logs each measure over 1” (6cm) long and under 1” (2cm) high and 1” (1cm) deep.
Pine tree measures over 1” (4cm) high and under 1” (2cm) wide and 1” (2cm) deep.
As seen in the LEGO® City Vehicles TV commercial.",Easy,Forest Tractor,4.4,City,4.2,DN,0.12413793103448277,4.8
5073,5-12,21.6,6.0,190.0,4.2,Transport the mountain snowboarder to the hospital!,60179,"Join the LEGO® City rescue team and fly the Ambulance Helicopter! This fun toy features spinning rotors, hatch on the back, landing gear and room for a stretcher inside, plus snowboard and radio elements, and 3 minifigures.
Includes 3 minifigures: a pilot, doctor and a snowboarder.
Features a red and yellow Ambulance Helicopter with spinning rotors, landing gear, hatch on the back and room for a stretcher inside.
Spin the rotor to launch the helicopter.
Open the hatch to fit the stretcher inside the back.
Accessory elements include a snowboard, stretcher and a radio.
This fun toy is suitable for ages 5-12.
Helicopter measures over 3” (10cm) high, 11” (29cm) long and 3” (9cm) wide.
As seen in the LEGO® City Vehicles TV commercial.",Easy,Ambulance Helicopter,3.8,City,4.7,DN,0.11368421052631579,4.8
5074,4-7,21.6,,115.0,,Chase down the crook and recover the loot!,10751,"Be a hero of the LEGO® City Mountain Police Force! This cool toy for kids features an Easy to Build helicopter with opening minifigure cockpit, spinning rotors and a chain with hook, as well as a police station with desk, opening safe and jail cell with opening door, and a quad bike. This action-packed set also includes a simple guide to build and play, with bigger starter pieces to help build confidence in younger children. Includes 2 minifigures.
Includes 2 minifigures: a police officer and a crook.
Features a police station with Quick Start baseplate, desk, opening safe with space for money bills inside, a ladder to the lookout with spyglass on the roof, and a jail cell with opening door.
Also includes a helicopter with Quick Start body, opening minifigure cockpit, spinning rotors and a chain with hook, plus a quad bike with a seat for a minifigure.
Wedge the crowbar in the safe to break it open and take the money bills.
Lower the chain from the helicopter and hook the end of the quad bike to catch the crook.
Accessory elements include 2 money bills, a crowbar, sack, handcuffs, WANTED poster and a mug.
Includes Easy to Build models with bigger starter pieces and Quick-Start bases, plus a simple guide to get children building and playing quickly.
This cool toy for kids is an age-appropriate build and play experience for ages 4-7.
All LEGO® Juniors sets are fully compatible with all other LEGO sets.
Helicopter measures over 3” (8cm) high, 4” (12cm) long and 3” (10cm) wide.
Quad bike measures over 1” (4cm) high, 1” (5cm) long and 1” (5cm) wide.
Police station measures over 3” (10cm) high, 4” (12cm) wide and 2” (6cm) deep.",,Mountain Police Chase,,Juniors,,DN,0.18782608695652175,4.8
5075,5-12,21.6,3.0,141.0,4.3,Fly in and save the stranded sailor before he floats away!,60164,"Be part of the brave crew of the LEGO® City coast guard in the Sea Rescue Plane, featuring spinning propellers, an opening cockpit, lowering back ramp and space for the included rescue water scooter, plus a rescue raft and rescue light. Includes 2 minifigures.
Includes 2 minifigures: a rescue plane pilot and a sailor.
Features a rescue plane with spinning rotors, pontoons, opening minifigure cockpit, back ramp that lowers with space inside the plane for the included 2-minifigure rescue water scooter.
Also includes a rescue raft with space for a minifigure.
Spin the rotors to take off and head out to search for the missing sailor.
Pretend to shine the rescue light from the raft to catch the pilot’s attention in the plane.
Land the plane, open the back hatch and hop on the water scooter to rescue the stranded sailor.
Includes a rescue light accessory element.
Rescue plane measures over 3” (8cm) high, 8” (21cm) long and 9” (24cm) wide.
Rescue raft measures over 1” (3cm) high, 2” (6cm) long and 1” (4cm) wide.
Rescue water scooter measures over 2” (6cm) long, 1” (3cm) wide and under 1” (2cm) high.",Easy,Sea Rescue Plane,4.3,City,4.7,DN,0.15319148936170213,4.8
5076,6-12,21.6,5.0,201.0,4.3,Fly into the jungle and explore the hidden temple!,60158,"Head deep into the LEGO® City jungle with the Jungle Explorer Helicopter, featuring an opening minifigure cockpit, spinning rotors and working winch, an ATV with space for a minifigure, a treasure box and a temple with moving leaf revealing a gold-colored chalice. Includes 2 minifigures, plus a spider figure.
Includes 2 minifigures: a pilot and an explorer, plus a spider figure.
Features a helicopter with opening minifigure cockpit, spinning rotors and a working winch, plus an ATV with space for a minifigure.
Also includes a temple with moving leaf revealing a gold-colored chalice element.
Hook the helicopter winch to the ATV and fly it into the jungle.
Turn the knob to lower the ATV to the ground.
Push the leaf aside to reveal the golden cup.
Load the cup in the box to haul it back to camp with the helicopter.
Accessory elements include a box and a machete.
Helicopter including rotors measures over 3” (9cm) high, 9” (24cm) long and 7” (18cm) wide.
ATV measures over 1” (4cm) high, 2” (6cm) long and 1” (4cm) wide.
Temple measures over 1” (5cm) high, 1” (3cm) wide and 3” (9cm) deep.",Average,Jungle Cargo Helicopter,4.4,City,3.8,DN,0.10746268656716419,4.8
5078,5-12,15.6,1.0,127.0,5.0,Break up the rocks and discover the treasure inside!,60185,"Grab your hard hat and head out with the LEGO® City Mining Power Splitter to dig for gold! This fun construction toy features a power splitter with functioning jackhammer, raising arm and rotating cab, as well as a rock pile with breakaway elements and space for a golden nugget element. Includes a minifigure and a glow-in-the-dark spider figure.
Includes a miner minifigure and a spider figure.
Features a power splitter vehicle with functioning jackhammer on a raising arm and a rotating cab.
Also includes a rock pile with breakaway elements and space for a golden nugget element and spider.
Spider glows in the dark!
Rotate the cab of the power splitter, raise the jackhammer arm and then push down the jackhammer to break open the rock pile and discover what's inside.
Accessory elements include a pickaxe and a golden nugget element.
This construction toy is suitable for ages 5-12.
Power splitter vehicle measures over 4” (12cm) high, 4” (11cm) long and 2” (6cm) wide.
Rock pile measures over 1” (5cm) high, 1” (5cm) wide and 1” (3cm) deep.",Easy,Mining Power Splitter,5.0,City,5.0,DN,0.12283464566929134,4.2
5079,5-12,15.6,1.0,126.0,5.0,Speed after the crook on an exciting river chase!,60176,"Pick up your badge and join the LEGO® City Mountain Police officers as they stop a Wild River Escape! This popular kids toy features a police speedboat with big outboard engine and bubble lights, a raft with big pontoons, a paddle and space for an opening box. Includes 2 minifigures and a skunk figure.
Includes 2 minifigures: a police officer and a crook, plus a skunk figure.
Features a police speedboat with big outboard engine and bubble lights, plus a raft with big pontoons, paddle and an opening box.
Pry the lid of the box open with the crowbar to put the diamonds inside.
Accessory elements include handcuffs, a crowbar and 3 diamond elements.
This popular kids toy is suitable for ages 5-12.
Police speedboat measures over 1” (4cm) high, 5” (15cm) long and 2” (6cm) wide.
Crook's raft measures over 3” (8cm) long, 2” (6cm) wide and under 1” (2cm) high.
As seen in the LEGO® City Police TV commercial.",Easy,Wild River Escape,5.0,City,4.0,DN,0.1238095238095238,4.8
5080,5-12,12.0,12.0,88.0,4.5,Cruise into the jungle and make a big discovery!,60157,"Discover what lurks on the banks of the river in the LEGO® City jungle with the Jungle Starter Set, featuring a boat with space for gear and 3 minifigures, a tree with hidden treasure, camera and a working magnifying glass. Includes 3 minifigures, plus snake, frog and crocodile figures.
Includes 3 minifigures: a jungle explorer, scientist and a boat pilot, plus crocodile, snake and frog figures.
Features a boat with space for 3 minifigures and exploration gear.
Also includes a tree with opening door and space for hidden treasure elements.
Study the colorful frog more closely with the working magnifying glass.
Open the door in the tree and discover the hidden treasure!
Accessory elements include 3 gold-colored coins, box, camera, magnifying glass and a machete.
Boat measures over 1” (3cm) high, 3” (8cm) long and 1” (4cm) wide.
Tree measures over 2” (7cm) high, 2” (6cm) wide and 2” (7cm) deep.
Crocodile figure measures over 4” (11cm) long.",Easy,Jungle Starter Set,4.9,City,4.6,DN,0.13636363636363635,4.6
5081,5-12,12.0,4.0,76.0,4.8,Rescue the surfer and be a coast guard hero!,60163,"Join the crew of the LEGO® City coast guard as they protect the beach with the Coast Guard Starter Set, featuring a beach tower with stairs and viewing platform, beach buggy with opening roll cage, room for 2 minifigures and space for the 2-minifigure surfboard on the roof, binoculars, 2 walkie-talkies and a small surfboard. Includes 3 minifigures and a shark figure.
Includes 3 minifigures: a lifeguard, surfer and an ATV driver, plus a shark figure.
Features a beach buggy with opening roll cage, detachable 2-minifigure surfboard on top and space for 2 minifigures.
Also includes a beach tower with stairs and viewing platform.
Call for help from the beach tower to rescue the surfer.
Open the shark’s mouth to try and take a bite of the surfboard.
Hop on the big surfboard and head out to rescue the stranded surfer before the shark gets any closer.
Accessory elements include a small surfboard, 2 walkie-talkies and a pair of binoculars.
Beach buggy measures over 2” (7cm) high, 3” (8cm) long and 1” (5cm) wide.
Beach tower measures over 3” (8cm) high, 1” (4cm) wide and 1” (5cm) deep.
Shark figure measures over 2” (7cm) long.",Very Easy,Coast Guard Starter Set,5.0,City,4.5,DN,0.15789473684210525,4.6
5083,4-7,12.0,,73.0,,Grab your shovel and get to work!,10750,"Join the LEGO® City roadwork crew and take care of the streets! This fun toy for boys and girls features an Easy to Build Road Repair Truck with Quick Start chassis, minifigure cab and an open back for tools, plus a trailer with ramp and a spinning cement mixer. This fun set also includes a simple guide to build and play, with bigger starter pieces to help build confidence in younger children. Includes a minifigure.
Includes a road worker minifigure.
Features a Road Repair Truck with minifigure cab, open back for tools, plus a detachable trailer with ramp and cement mixer.
Drop the ramp on the trailer to unload the cement mixer.
Spin the barrel of the mixer to make the ‘cement', then spread it in a pothole with the shovel.
Accessory elements include a jackhammer, shovel, trashcan, barrier and 6 cement elements.
This toy for boys and girls is an age-appropriate build and play experience for ages 4-7.
Includes Easy to Build models with bigger starter pieces and Quick-Start bases, plus a simple guide to get children building and playing quickly.
All LEGO® Juniors sets are fully compatible with all other LEGO sets.
Truck with trailer measures over 2” (6cm) high, 7” (18cm) long and 1” (5cm) wide.",,Road Repair Truck,,Juniors,,DN,0.1643835616438356,4.5
5084,5-12,12.0,2.0,88.0,,Arrest the crooks and recover the hidden loot!,60171,"Pick up your badge and join the LEGO® City Mountain Police officers to chase down the Mountain Fugitives! This exciting construction toy set features a tree hideout with space for loot, moving greenery and a beehive, plus a police ATV with off-road tires, bubble light, radio and chain. Includes 4 minifigures.
Includes 4 minifigures: 2 police officers and 2 crooks.
Features a police ATV with bubble light, off-road tires and a chain element.
Also includes a buildable tree with beehive, moving greenery and a loot hideout.
Dig into the hideout by the tree with a shovel to get the golden bars.
Drop the beehive from the tree onto a crook's head to stop them from escaping.
Attach the ATV's chain around the log to stop the crook from getting away.
Accessory elements include 2 shovels, a backpack, 2 golden bars, handcuffs, radio and a buildable log.
This fun construction toy set is suitable for ages 5-12.
ATV measures over 1” (5cm) high, 2” (6cm) long and 1” (4cm) wide.
Tree with hideout measures over 2” (6cm) high, 1” (4cm) wide and 1” (3cm) deep.
Log measures over 1” (5cm) deep and under 1” (2cm) high and 1” (2cm) wide.",,Mountain Fugitives,5.0,City,,DN,0.13636363636363635,4.5
5086,5-12,12.0,2.0,82.0,4.5,Blow up the rock pile and discover gold!,60184,"Grab your hard hat and head out with the LEGO® City Mining Team to dig for gold! This fun building toy features a rock pile with space for golden nugget elements and breakaway elements, as well as a dumper with tipping bed and space for a minifigure, and a research station. Includes 4 minifigures and a glow-in-the-dark spider figure.
Includes 4 miner minifigures and a spider figure.
Features a dumper with tipping bed and space for a minifigure.
Also includes a research station with space for golden nugget elements and a rock pile with breakaway elements, space for a dynamite stick element and golden nugget elements.
Spider glows in the dark!
Set the dynamite element on the rock pile and push the handle down to break it apart.
Shovel the nuggets into the dumper to haul them back to camp.
Accessory elements include 2 golden nugget elements, 1 dynamite stick element, demolition plunger, mug, shovel and a pickaxe.
This building toy is suitable for ages 5-12.
Dumper measures over 1” (4cm) high, 2” (6cm) long and 1” (5cm) wide.
Rock pile measures over 1” (4cm) high, 2” (7cm) wide and 1” (5cm) deep.
Research station measures over 1” (5cm) high, 1” (3cm) wide and under 1” (2cm) deep.",Very Easy,Mining Team,5.0,City,4.0,DN,0.14634146341463414,4.8
5087,5-12,12.0,1.0,78.0,4.0,Climb in the cockpit and set a new speed record!,60178,"Take the wheel and wait for the green light with the powerful LEGO® City Speed Record Car! This fast vehicle construction toy features an opening cockpit, iconic flame elements and a large rear wing. Includes a minifigure.
Includes a driver minifigure.
Features a streamlined car with opening cockpit, flame elements and large rear wing.
Close the cockpit to make sure there’s no air drag while you race.
This construction toy is suitable for ages 5-12.
Speed Record Car measures over 2” (6cm) high, 8” (20cm) long and 3” (8cm) wide.
As seen in the LEGO® City Vehicles TV commercial.",Easy,Speed Record Car,5.0,City,4.0,DN,0.15384615384615385,4.5
5088,5-12,6.0,2.0,37.0,4.5,Catch the crook before he escapes with the loot!,60170,"Pick up your badge and join the LEGO® City Mountain Police officer on an Off-Road Chase to help stop the crook! This fun building toy set features a crook’s hideout with space for loot and greenery and a police motocross bike with off-road tires and kickstand. Includes 2 minifigures and a snake figure.
Includes 2 minifigures: a police officer and crook, plus a snake figure.
Features a crook hideout with greenery and space for loot.
Also includes a police motocross bike with kickstand and off-road tires.
Wedge the crowbar into the hole in the hideout to recover the jewels.
Accessory elements include 2 jewel elements, a crowbar and handcuffs.
This fun building toy set is suitable for ages 5-12.
Motocross bike measures over 1” (4cm) high, 2” (7cm) long and 1” (3cm) wide.
Hideout measures over 1” (5cm) high, 1” (5cm) wide and 1” (4cm) deep.",Very Easy,Off-Road Chase,4.5,City,5.0,DN,0.16216216216216217,4.6
5089,5-12,6.0,5.0,53.0,3.8,Explore the depths of the jungle and find something amazing!,60156,"Go exploring in the wilds of the LEGO® City jungle with the Jungle Buggy featuring a minifigure cockpit and space in the back for machete and binoculars elements, plus a buildable statue with hidden diamond element, moving leaf and a red spider figure. Includes a minifigure.
Includes an explorer minifigure and a spider figure.
Features a buggy with a minifigure cockpit.
Also includes a statue with a moving leaf and hidden diamond element.
Rotate the leaf to reveal the hidden diamond.
Accessory elements include a machete and pair of binoculars.
Buggy measures over 1” (3cm) high, 3” (8cm) long and 1” (4cm) wide.
Statue measures over 1” (4cm) high, 1” (5cm) wide and 1” (3cm) deep.",Easy,Jungle Buggy,3.6,City,4.2,DN,0.11320754716981132,4.6
5090,4-99,36.0,2.0,900.0,3.5,Imagine and create with LEGO® Classic bricks!,10704,"Unleash a world of open-ended creativity and imagination with the LEGO® Classic Creative Box. Imaginative building play is easy with these bright, colorful and versatile LEGO bricks in 39 colors. There are wheels, doors, windows and eyes and a mix of special elements, plus an inspirational guide with building instructions and ideas that will help your child discover their creative building skills. This set provides three levels of building complexity and makes a great addition to existing LEGO sets.
Includes over 890 pieces in a rainbow of fun, bright colors that encourages open-ended creativity.
Features a mix of classic LEGO® bricks and special elements, including windows, doors, wheels and eyes.
Makes a great addition to any budding builder’s LEGO® collection.
This LEGO® Classic Creative Box building set allows for open-ended creativity and imagination.
Provides three levels of building complexity to suit builders on different levels.
Inspirational guide with model ideas and building instructions included in the box and online.
Visit LEGO.com/classic to find all the building instructions in this set and more. Ask your parents’ permission.
Enjoy imaginative play with this inspirational LEGO® Classic set.
Comes with a brick separator to make building and rebuilding easier.
This set offers an age-appropriate building experience for ages 4-99.",,Creative Box,4.5,Classic,4.5,DN,0.04,4.8
5091,4-99,30.0,11.0,484.0,4.6,Create your own LEGO® vehicles with LEGO Classic!,10696,"Designed with builders of all ages in mind, this collection of LEGO® bricks in 35 different colors will encourage open-ended building play, and inspire any imagination. Windows, eyes, and lots and lots of wheels add to the fun and offer endless possibilities for creative construction and vehicle play. A great supplement set to any existing LEGO collection, this set comes in a convenient plastic storage box and includes ideas to get the building started.
Includes a wide range of LEGO® bricks in 35 different colors
Features 18 tires and 18 wheel rims
Special pieces also include a green 8cm x 16cm baseplate, window with frame and 3 sets of eyes
LEGO® Classic is designed to inspire open-ended creativity with the LEGO brick
Special pieces encourage imaginative building
Large number of wheels facilitates vehicle creation and play
All models pictured can be built from this set simultaneously
Ideas included with the set and online at LEGO.com/classic to help you get started
Comes in a useful plastic storage box
Green baseplate measures over 3"" (8cm) long and 6"" (16cm) wide
LEGO® Classic sets are an ideal supplement to any existing LEGO collection",Easy,LEGO® Medium Creative Brick Box,4.6,Classic,4.7,DN,0.06198347107438017,4.8
5092,4-99,27.6,2.0,502.0,5.0,Create your ideas with LEGO® Classic bricks!,10703,"Unleash a world of open-ended creativity and imagination with the LEGO® Classic Creative Builder Box. Imaginative building play is easy with these bright, colorful versatile LEGO bricks, including a wide selection of doors and windows, shapes and special elements for creating all kinds of buildings. This set provides three levels of building complexity and includes an inspirational guide to help your child discover their creative building skills.
Includes over 500 pieces in a rainbow of fun, bright colors that encourages open-ended creativity.
Features a mix of classic LEGO® bricks, including a wide selection of doors and windows plus shapes and special elements for creating all kinds of buildings.
Makes a great addition to any budding builder’s LEGO® collection.
This LEGO® Classic Creative Builder Box set allows for open-ended creativity and imagination.
Provides three levels of building complexity to suit builders on different levels.
Inspirational guide with model ideas and building instructions included in the box and online.
Visit LEGO.com/classic to find all the building instructions in this set and more. Ask your parents’ permission.
Enjoy imaginative play with this inspirational LEGO® Classic set.
Comes with a brick separator to make building and rebuilding easier.
This set offers an age-appropriate build and play experience for ages 4-99.",Average,Creative Builder Box,4.0,Classic,4.0,DN,0.054980079681274906,4.7
5093,4-99,27.6,,442.0,,Create a world in motion with Bricks on a Roll!,10715,"Put your LEGO® creations on wheels with this exciting LEGO Classic toy, featuring a wide selection of wheels and tires in a variety of colors and sizes, plus a colorful selection of LEGO pieces, including bricks, shapes and eyes. This set makes a great addition to existing LEGO sets and includes age-appropriate building instructions that will help your child discover their creative building skills.
Features a wide selection of LEGO® wheels, plus a mix of bright and colorful LEGO bricks and special pieces, including shapes and eyes.
This LEGO® Classic building set fosters open-ended creativity and imagination.
Includes age-appropriate building instructions with 3 levels of building complexity.
Visit LEGO.com/classic for additional building instructions, fun videos, ideas and inspiration. Ask your parents before going online.
Let creativity grow with LEGO® Classic sets!
This classic toy is suitable for ages 4-99.",,Bricks on a Roll,,Classic,,DN,0.06244343891402715,4.5
